file_a,file_b,lexical,semantic,stylometric,combined,decision,len_sent_a,len_sent_b
a1.txt,a10.txt,1.0,1.0,1.0,1.0,copied,5,5
a1.txt,a11.txt,0.0884,0.5731,0.6291,0.4119,distinct,5,4
a1.txt,a12.txt,0.112,0.6741,0.6283,0.4705,distinct,5,4
a1.txt,a13.txt,0.8787,0.9448,0.6537,0.878,copied,5,4
a1.txt,a14.txt,0.1531,0.6184,0.6265,0.4568,distinct,5,5
a1.txt,a15.txt,0.1299,0.6304,0.6208,0.4538,distinct,5,5
a1.txt,a16.txt,0.9065,0.9587,0.6346,0.8918,copied,5,5
a1.txt,a17.txt,0.1448,0.6824,0.6294,0.4863,distinct,5,3
a1.txt,a18.txt,1.0,1.0,1.0,1.0,copied,5,5
a1.txt,a19.txt,0.1312,0.6066,0.6241,0.4429,distinct,5,4
a1.txt,a2.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a1.txt,a20.txt,1.0,1.0,1.0,1.0,copied,5,5
a1.txt,a21.txt,0.1615,0.6612,0.6323,0.482,distinct,5,3
a1.txt,a22.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a1.txt,a23.txt,0.0851,0.5748,0.6253,0.411,distinct,5,4
a1.txt,a24.txt,0.0994,0.5514,0.6322,0.4053,distinct,5,4
a1.txt,a25.txt,0.1553,0.643,0.6262,0.4698,distinct,5,3
a1.txt,a26.txt,0.8572,0.941,0.6361,0.8659,copied,5,4
a1.txt,a27.txt,0.1689,0.7044,0.6256,0.5051,distinct,5,4
a1.txt,a28.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a1.txt,a29.txt,0.1907,0.6385,0.6353,0.4813,distinct,5,3
a1.txt,a3.txt,0.8572,0.941,0.6361,0.8659,copied,5,4
a1.txt,a30.txt,0.7423,0.8711,0.6332,0.7903,copied,5,4
a1.txt,a4.txt,0.1217,0.6463,0.6324,0.4606,distinct,5,4
a1.txt,a5.txt,0.8198,0.8977,0.6444,0.8324,copied,5,3
a1.txt,a6.txt,0.1225,0.6108,0.6237,0.4418,distinct,5,5
a1.txt,a7.txt,0.1546,0.6436,0.6287,0.4702,distinct,5,4
a1.txt,a8.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a1.txt,a9.txt,0.0921,0.5267,0.6227,0.389,distinct,5,4
a10.txt,a11.txt,0.0884,0.5731,0.6291,0.4119,distinct,5,4
a10.txt,a12.txt,0.112,0.6741,0.6283,0.4705,distinct,5,4
a10.txt,a13.txt,0.8787,0.9448,0.6537,0.878,copied,5,4
a10.txt,a14.txt,0.1531,0.6184,0.6265,0.4568,distinct,5,5
a10.txt,a15.txt,0.1299,0.6304,0.6208,0.4538,distinct,5,5
a10.txt,a16.txt,0.9065,0.9587,0.6346,0.8918,copied,5,5
a10.txt,a17.txt,0.1448,0.6824,0.6294,0.4863,distinct,5,3
a10.txt,a18.txt,1.0,1.0,1.0,1.0,copied,5,5
a10.txt,a19.txt,0.1312,0.6066,0.6241,0.4429,distinct,5,4
a10.txt,a2.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a10.txt,a20.txt,1.0,1.0,1.0,1.0,copied,5,5
a10.txt,a21.txt,0.1615,0.6612,0.6323,0.482,distinct,5,3
a10.txt,a22.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a10.txt,a23.txt,0.0851,0.5748,0.6253,0.411,distinct,5,4
a10.txt,a24.txt,0.0994,0.5514,0.6322,0.4053,distinct,5,4
a10.txt,a25.txt,0.1553,0.643,0.6262,0.4698,distinct,5,3
a10.txt,a26.txt,0.8572,0.941,0.6361,0.8659,copied,5,4
a10.txt,a27.txt,0.1689,0.7044,0.6256,0.5051,distinct,5,4
a10.txt,a28.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a10.txt,a29.txt,0.1907,0.6385,0.6353,0.4813,distinct,5,3
a10.txt,a3.txt,0.8572,0.941,0.6361,0.8659,copied,5,4
a10.txt,a30.txt,0.7423,0.8711,0.6332,0.7903,copied,5,4
a10.txt,a4.txt,0.1217,0.6463,0.6324,0.4606,distinct,5,4
a10.txt,a5.txt,0.8198,0.8977,0.6444,0.8324,copied,5,3
a10.txt,a6.txt,0.1225,0.6108,0.6237,0.4418,distinct,5,5
a10.txt,a7.txt,0.1546,0.6436,0.6287,0.4702,distinct,5,4
a10.txt,a8.txt,0.9814,0.9966,0.6361,0.9372,copied,5,5
a10.txt,a9.txt,0.0921,0.5267,0.6227,0.389,distinct,5,4
a11.txt,a12.txt,0.1172,0.5044,0.6361,0.3886,distinct,4,4
a11.txt,a13.txt,0.0899,0.5641,0.6257,0.4074,distinct,4,4
a11.txt,a14.txt,0.1212,0.5881,0.6359,0.4319,distinct,4,5
a11.txt,a15.txt,0.1236,0.4827,0.6431,0.3811,distinct,4,5
a11.txt,a16.txt,0.0911,0.5764,0.6342,0.4152,distinct,4,5
a11.txt,a17.txt,0.1431,0.534,0.6447,0.4138,distinct,4,3
a11.txt,a18.txt,0.0884,0.5731,0.6291,0.4119,distinct,4,5
a11.txt,a19.txt,0.1637,0.5988,0.6355,0.452,distinct,4,4
a11.txt,a2.txt,0.0904,0.5711,0.6301,0.4117,distinct,4,5
a11.txt,a20.txt,0.0884,0.5731,0.6291,0.4119,distinct,4,5
a11.txt,a21.txt,0.1922,0.4644,0.6357,0.3948,distinct,4,3
a11.txt,a22.txt,0.0904,0.5711,0.6301,0.4117,distinct,4,5
a11.txt,a23.txt,0.1745,0.6263,0.6357,0.4696,distinct,4,4
a11.txt,a24.txt,0.1601,0.5212,0.6348,0.4119,distinct,4,4
a11.txt,a25.txt,0.1225,0.5168,0.6359,0.3966,distinct,4,3
a11.txt,a26.txt,0.0929,0.5616,0.6273,0.4074,distinct,4,4
a11.txt,a27.txt,0.1456,0.54,0.6358,0.4164,distinct,4,4
a11.txt,a28.txt,0.0904,0.5711,0.6301,0.4117,distinct,4,5
a11.txt,a29.txt,0.0758,0.4877,0.6304,0.3649,distinct,4,3
a11.txt,a3.txt,0.0929,0.5616,0.6273,0.4074,distinct,4,4
a11.txt,a30.txt,0.081,0.5615,0.6352,0.4044,distinct,4,4
a11.txt,a4.txt,0.136,0.5845,0.6356,0.4352,distinct,4,4
a11.txt,a5.txt,0.0892,0.5388,0.6257,0.3945,distinct,4,3
a11.txt,a6.txt,0.1438,0.4921,0.6354,0.3917,distinct,4,5
a11.txt,a7.txt,0.1186,0.5485,0.6362,0.4112,distinct,4,4
a11.txt,a8.txt,0.0904,0.5711,0.6301,0.4117,distinct,4,5
a11.txt,a9.txt,0.1433,0.5494,0.6351,0.4201,distinct,4,4
